timestamp,vehicleId,speed,heading,longitude,latitude
10.372,376,33.25,23.6,-8651280,443394030
10.5717,376,32.77,23.6,-8650930,443394570
10.7717,376,31.87,23.6,-8650590,443395090
10.972,376,30.97,23.6,-8650260,443395600
11.1717,376,30.07,23.6,-8649940,443396100
11.3717,376,29.17,23.6,-8649620,443396580
11.572,376,28.27,23.6,-8649320,443397040
11.7717,376,27.37,23.6,-8649030,443397490
11.9717,376,26.58,23.6,-8648740,443397930
12.172,376,26.58,23.6,-8648460,443398360
12.3717,376,26.58,23.6,-8648180,443398790
12.5717,376,26.58,23.6,-8647900,443399230
12.772,376,26.58,23.6,-8647620,443399660
12.9717,376,26.58,23.6,-8647330,443400090
13.1717,376,26.58,23.6,-8647050,443400530
13.372,376,26.58,23.6,-8646770,443400960
13.5717,376,26.58,23.6,-8646490,443401390
13.7717,376,26.58,23.6,-8646200,443401830
13.972,376,26.58,23.6,-8645920,443402260
14.1717,376,26.58,23.6,-8645640,443402690
14.3717,376,26.58,23.6,-8645360,443403130
14.572,376,26.58,23.6,-8645080,443403560
14.7717,376,26.58,23.6,-8644790,443403990
14.9717,376,26.58,23.6,-8644510,443404430
15.172,376,26.58,23.6,-8644230,443404860
15.3549,450,36.37,23.6,-8650880,443393960
15.3717,376,26.58,23.6,-8643950,443405290
15.5546,450,35.99,23.6,-8650500,443394550
15.5717,376,26.58,23.6,-8643660,443405730
15.7546,450,35.09,23.6,-8650490,443395250
15.9549,450,34.19,23.6,-8650120,443395810
16.1546,450,33.29,23.6,-8649770,443396360
16.3546,450,32.39,23.6,-8649420,443396890
16.5549,450,31.49,23.6,-8649080,443397410
16.7546,450,30.59,23.6,-8648760,443397910
16.9546,450,29.69,23.6,-8648440,443398400
17.1549,450,28.79,23.6,-8648130,443398870
17.3546,450,27.89,23.6,-8647830,443399330
17.5546,450,26.99,23.6,-8647540,443399770
17.7549,450,26.09,23.6,-8647260,443400200
17.9546,450,25.19,23.6,-8646990,443400620
18.1546,450,24.29,23.6,-8646730,443401020
18.3549,450,23.39,23.6,-8646480,443401400
18.5546,450,22.49,23.6,-8646240,443401770
18.7546,450,21.59,23.6,-8646010,443402130
18.9549,450,20.69,23.6,-8645790,443402470
19.1546,450,19.79,23.6,-8645570,443402790
19.3546,450,18.89,23.6,-8645370,443403110
19.5549,450,18.22,23.6,-8645180,443403400
19.7546,450,18.22,23.6,-8644980,443403700
19.9546,450,18.22,23.6,-8644790,443404000
